business_description,domain_name,complexity,relevance,diversity,originality,overall_score
stellar realm law firm in city center for busy professionals,professionallaw.com,complex,0.43142712116241455,0.5643503069877625,0.9090909090909091,0.6349561124136953
stellar realm law firm in city center for busy professionals,firmhublegal.io,complex,0.3127884864807129,0.5643503069877625,0.9166666666666666,0.5979351732465956
streaming service,__BLOCKED__,medium,0.25258517265319824,0.0,1.0,0.4175283958514531
eco-friendly tech startup,ecotechhub.io,simple,0.633885383605957,0.5479143857955933,0.6,0.5939332664012908
eco-friendly tech startup,startupinnovate.com,simple,0.5579476356506348,0.5479143857955933,0.8,0.6352873603502909
eco-friendly tech startup,techlab.org,simple,0.37896037101745605,0.5479143857955933,0.8,0.5756249288717905
atomic online store in near the river,atomichubstore.com,medium,0.66434645652771,0.66302889585495,0.75,0.69245845079422
atomic online store in near the river,riverbazaar.net,medium,0.359843909740448,0.66302889585495,0.875,0.6326242784659067
atomic online store in near the river,store-store.co,medium,0.5840555429458618,0.66302889585495,0.8571428571428572,0.7014091185161045
stellar tech startup in neighborhood,inhub.io,medium,0.1526278853416443,0.6664137840270996,0.8333333333333334,0.5507916675673591
stellar tech startup in neighborhood,neighborhoodworks.net,medium,0.3559228777885437,0.6664137840270996,0.8333333333333334,0.6185566650496589
stellar tech startup in neighborhood,techworks.org,medium,0.2781435549259186,0.6664137840270996,0.8333333333333334,0.5926302240954505
luminous studio clothing boutique in near the river offering premium services,nearcornerthreads.com,complex,0.2126256674528122,0.7728047370910645,0.9230769230769231,0.6361691241080945
luminous studio clothing boutique in near the river offering premium services,offeringfashion.io,complex,0.11527884751558304,0.7728047370910645,0.9166666666666666,0.6015834245416853
luminous studio clothing boutique in near the river offering premium services,studiocornerstyle.co,complex,0.4342069625854492,0.7728047370910645,0.9230769230769231,0.7100295607860272
cosmic educational platform,cosmicstudy.io,simple,0.5568238496780396,0.6052923202514648,0.75,0.6373720765113831
cosmic educational platform,educationalhub.io,simple,0.4785798490047455,0.6052923202514648,0.75,0.6112907230854034
cosmic educational platform,cosmicacademy.co,simple,0.5706891417503357,0.6052923202514648,0.75,0.6419938206672668
mythic tech startup in suburban area,suburbangadgets.com,medium,0.42486053705215454,0.5976901650428772,0.8571428571428572,0.626564519745963
mythic tech startup in suburban area,techhubtech.net,medium,0.3599715530872345,0.5976901650428772,0.8571428571428572,0.6049348584243229
mythic tech startup in suburban area,techcornerlab.co,medium,0.4356685280799866,0.5976901650428772,0.875,0.6361195842425028
organic medical clinic,organichalthub.com,simple,0.5931986570358276,0.5137680172920227,0.8,0.6356555680433909
organic medical clinic,medicalcare.net,simple,0.583418071269989,0.5137680172920227,0.75,0.6157287061214447
organic medical clinic,medicalclinic.co,simple,0.6135859489440918,0.5137680172920227,0.33333333333333337,0.48689577645725673
ethereal consulting firm in downtown,etherealadvisory.co,medium,0.6287469863891602,0.6886216998100281,0.8333333333333334,0.7169006930457221
ethereal consulting firm in downtown,consultingadvisory.org,medium,0.5522557497024536,0.6886216998100281,0.8333333333333334,0.6914036141501533
ethereal consulting firm in downtown,downtownhub.net,medium,0.41666311025619507,0.6886216998100281,0.8333333333333334,0.6462060676680671
premium works consulting firm in downtown offering premium services,servicespartners.co,complex,0.36710745096206665,0.6374944448471069,0.8888888888888888,0.6311635948993541
premium works consulting firm in downtown offering premium services,consultinghub.co,complex,0.44560012221336365,0.6374944448471069,0.8888888888888888,0.6573278285838939
premium works consulting firm in downtown offering premium services,inconsult.io,complex,0.01123891957104206,0.6374944448471069,0.8888888888888888,0.512540755448518
arms platform,__BLOCKED__,simple,0.14322027564048767,-1.1920928955078125e-07,1.0,0.38107338671882945
arms platform,__BLOCKED__,simple,0.14322027564048767,-1.1920928955078125e-07,1.0,0.38107338671882945
arms platform,__BLOCKED__,simple,0.14322029054164886,-1.1920928955078125e-07,1.0,0.38107339044411975
luminous fitness apparel in downtown,inactive.org,medium,0.08202917128801346,0.6700429916381836,1.0,0.5840240617593129
luminous fitness apparel in downtown,infit.org,medium,0.13261641561985016,0.6700429916381836,0.8333333333333334,0.5453309284316169
luminous fitness apparel in downtown,apparelcorneractive.net,medium,0.4780752658843994,0.6700429916381836,0.8571428571428572,0.6684203914233616
stellar law firm in suburban area,inlegal.com,medium,0.3687500059604645,0.6338294148445129,0.8571428571428572,0.6199074259826115
stellar law firm in suburban area,firmadvocate.co,medium,0.4684094488620758,0.6338294148445129,0.8571428571428572,0.6531272402831486
stellar law firm in suburban area,suburbanlaw.com,medium,0.5158565044403076,0.6338294148445129,0.6666666666666667,0.605450881852044
innovative corner fitness studio in city center offering premium services,innovativefit.com,complex,0.3194736838340759,0.7421018481254578,0.9090909090909091,0.6568888335516958
innovative corner fitness studio in city center offering premium services,cityfit.org,complex,0.359453022480011,0.7421018481254578,0.9090909090909091,0.6702152698329
innovative corner fitness studio in city center offering premium services,cornerstudio.io,complex,0.38554149866104126,0.7421018481254578,0.8,0.6425478021303812
premium sanctum music school in city center specializing in community events,premiumworksmusic.co,complex,0.3118847608566284,0.5267989039421082,0.8181818181818181,0.5522884943268516
premium sanctum music school in city center specializing in community events,musicmusic.co,complex,0.37894731760025024,0.5267989039421082,0.9,0.6019154071807862
premium sanctum music school in city center specializing in community events,specializinghubmusic.co,complex,0.22790470719337463,0.5267989039421082,0.8181818181818181,0.524295143105767
global music school in near the river,instudio.com,medium,0.20643742382526398,0.6522614359855652,0.875,0.5778996149698893
global music school in near the river,riverhubmelody.net,medium,0.3224073648452759,0.6522614359855652,0.8888888888888888,0.6211858965732433
global music school in near the river,riverharmony.co,medium,0.2903488576412201,0.6522614359855652,0.875,0.6058701078097025
casino store,__BLOCKED__,simple,0.10836832970380783,-1.1920928955078125e-07,1.0,0.369456068923076
casino store,__BLOCKED__,simple,0.10836832970380783,-1.1920928955078125e-07,1.0,0.369456068923076
casino store,__BLOCKED__,simple,0.10836833715438843,-1.1920928955078125e-07,1.0,0.3694560726483663
smart garden center in suburban area,areagarden.com,medium,0.42281559109687805,0.6897879242897034,0.6666666666666667,0.5930900706185235
smart garden center in suburban area,suburbanflora.net,medium,0.3877173066139221,0.6897879242897034,0.8571428571428572,0.6448826960154942
smart garden center in suburban area,gardenplants.co,medium,0.37989485263824463,0.6897879242897034,0.8571428571428572,0.64227523122515
quantum cafe,quantumcafe.com,simple,0.6473598480224609,0.6457751393318176,0.0,0.4310449957847595
quantum cafe,cafebrew.io,simple,0.4923747777938843,0.6457751393318176,0.6666666666666667,0.6016055477990044
quantum cafe,brewcorner.co,simple,0.31025630235671997,0.6457751393318176,1.0,0.6520104904969533
mythic clothing boutique,mythicboutique.com,simple,0.6273970007896423,0.7292037010192871,0.33333333333333337,0.563311345047421
mythic clothing boutique,clothingwardrobe.co,simple,0.5963476896286011,0.7292037010192871,0.75,0.691850483417511
mythic clothing boutique,threadsfashion.org,simple,0.13413703441619873,0.7292037010192871,1.0,0.6211135884126027
bright medical clinic in city center,medicalwellness.io,medium,0.4638795852661133,0.37053942680358887,0.8571428571428572,0.5638539663382939
bright medical clinic in city center,brighthealth.co,medium,0.5748447179794312,0.37053942680358887,0.8571428571428572,0.6008423439093998
bright medical clinic in city center,medicalwellness.net,medium,0.49968022108078003,0.37053942680358887,0.8571428571428572,0.575787501675742
arms platform,__BLOCKED__,complex,0.14322027564048767,-1.1920928955078125e-07,1.0,0.38107338671882945
arms platform,__BLOCKED__,complex,0.14322027564048767,-1.1920928955078125e-07,1.0,0.38107338671882945
arms platform,__BLOCKED__,complex,0.14322029054164886,-1.1920928955078125e-07,1.0,0.38107339044411975
pirated service,__BLOCKED__,simple,0.3130408525466919,-1.1920928955078125e-07,1.0,0.4376802494128545
pirated service,__BLOCKED__,simple,0.3130408525466919,-1.1920928955078125e-07,1.0,0.4376802494128545
pirated service,__BLOCKED__,simple,0.3130407929420471,-1.1920928955078125e-07,1.0,0.4376802270611127
global coffee shop in downtown,downtownworkscafe.com,medium,0.5051970481872559,0.6848422884941101,0.8571428571428572,0.6823940745421818
global coffee shop in downtown,incoffee.net,medium,0.1242959126830101,0.6848422884941101,0.6,0.469712746143341
global coffee shop in downtown,coffeebrew.co,medium,0.609738290309906,0.6848422884941101,0.8333333333333334,0.709304647313224
cosmic cosmetics brand,cosmicbeauty.com,simple,0.6253975629806519,0.601639449596405,0.75,0.6590123474597931
cosmic cosmetics brand,brandstudio.co,simple,0.47747111320495605,0.601639449596405,0.75,0.609703540802002
cosmic cosmetics brand,cosmeticshubstudio.net,simple,0.4988228976726532,0.601639449596405,0.8,0.6334874788920084
streaming marketplace,__BLOCKED__,complex,0.20959635078907013,0.0,1.0,0.4031987835963567
stellar pet store in near the river,riverstore.com,medium,0.507416844367981,0.5959566235542297,0.7142857142857143,0.6058864139375233
stellar pet store in near the river,pawcare.co,medium,0.3362090587615967,0.5959566235542297,1.0,0.6440552373727162
stellar pet store in near the river,petcarepetcare.co,medium,0.45466721057891846,0.5959566235542297,0.875,0.6418746213118235
premium forge pet store in suburban area offering premium services,store-buddy.com,complex,0.4129410684108734,0.7251527905464172,0.9,0.6793646395206452
premium forge pet store in suburban area offering premium services,inhubpaw.co,complex,0.24157395958900452,0.7251527905464172,0.9090909090909091,0.625272563009551
premium forge pet store in suburban area offering premium services,premiumcorner.net,complex,0.4511621296405792,0.7251527905464172,0.9,0.692104983329773
cosmic coffee shop,coffeecorner.co,simple,0.5738530158996582,0.45072850584983826,0.75,0.5915271639823914
cosmic coffee shop,beansbrew.co,simple,0.42443740367889404,0.45072850584983826,1.0,0.625055303176244
cosmic coffee shop,cosmicbrew.co,simple,0.660187840461731,0.45072850584983826,0.75,0.6203054487705231
global cafe,coffee-beans.co,simple,0.4698721170425415,0.3562334477901459,1.0,0.608701874812444
global cafe,brewcorner.co,simple,0.4002530574798584,0.3562334477901459,1.0,0.5854955216248829
global cafe,cafecoffee.co,simple,0.637785792350769,0.3562334477901459,0.6666666666666667,0.5535619689358605
quantum art gallery in suburban area,inworks.net,medium,0.15797632932662964,0.7632973790168762,0.8571428571428572,0.5928055218287877
quantum art gallery in suburban area,suburbancanvas.io,medium,0.27100104093551636,0.7632973790168762,0.8571428571428572,0.6304804256984166
quantum art gallery in suburban area,galleryworksstudio.co,medium,0.5526061058044434,0.7632973790168762,0.875,0.7303011814753214
organic lab cosmetics brand in near the river specializing in community events,labessence.com,complex,0.46609634160995483,0.686439037322998,0.9166666666666666,0.6897340151998732
organic lab cosmetics brand in near the river specializing in community events,riverbeauty.co,complex,0.46541935205459595,0.686439037322998,0.9166666666666666,0.6895083520147536
organic lab cosmetics brand in near the river specializing in community events,nearvanity.net,complex,0.2335498034954071,0.686439037322998,0.9166666666666666,0.6122185322973464
cosmic forge of premium online stores,cosmicworksstore.co,medium,0.5847047567367554,0.5792953968048096,0.875,0.6796667377154032
cosmic forge of premium online stores,premiumstore.net,medium,0.5678427219390869,0.5792953968048096,0.8571428571428572,0.6680936685630253
cosmic forge of premium online stores,onlinestore.org,medium,0.5039223432540894,0.5792953968048096,0.8571428571428572,0.6467868856021336
porn website,__BLOCKED__,medium,0.27523064613342285,-1.1920928955078125e-07,1.0,0.42507684727509815
porn website,__BLOCKED__,medium,0.27523064613342285,-1.1920928955078125e-07,1.0,0.42507684727509815
porn website,__BLOCKED__,medium,0.27523067593574524,-1.1920928955078125e-07,1.0,0.42507685472567874
atomic cafe in near the river,cafecornercorner.co,medium,0.4332360625267029,0.6181713938713074,0.8571428571428572,0.6361834577151707
atomic cafe in near the river,rivercafe.net,medium,0.31653204560279846,0.6181713938713074,0.6666666666666667,0.5337900353802575
atomic cafe in near the river,cafecoffee.com,medium,0.35556507110595703,0.6181713938713074,0.8571428571428572,0.6102931073733738
atomic online store,store-bazaar.net,simple,0.5340816974639893,0.4502345621585846,0.75,0.5781054496765137
atomic online store,bazaar-store.co,simple,0.5153614282608032,0.4502345621585846,0.75,0.5718653202056885
atomic online store,atomicworksmarket.co,simple,0.5549107193946838,0.4502345621585846,0.8,0.6017151037851969
dynamic fitness studio in downtown,dynamicgym.org,medium,0.3653535842895508,0.6682274341583252,0.8333333333333334,0.6223047839270698
dynamic fitness studio in downtown,fitnessfit.co,medium,0.5375608205795288,0.6682274341583252,0.8333333333333334,0.679707215891944
dynamic fitness studio in downtown,fitstudio.co,medium,0.28331947326660156,0.6682274341583252,0.8333333333333334,0.5949600802527534
vivid garden center in near the river,gardenhubflora.com,medium,0.4358512759208679,0.5840641856193542,0.8888888888888888,0.6362681366779186
vivid garden center in near the river,riverplants.co,medium,0.5628567934036255,0.5840641856193542,0.875,0.6739736596743265
vivid garden center in near the river,in-garden.co,medium,0.5601934194564819,0.5840641856193542,0.7142857142857143,0.619514449721291
ethereal tech startup,startupworks.co,simple,0.492469847202301,0.48216092586517334,0.75,0.5748769342899323
ethereal tech startup,etherealhub.net,simple,0.6246404051780701,0.48216092586517334,0.75,0.6189337968826294
ethereal tech startup,etherealtech.io,simple,0.7667564153671265,0.48216092586517334,0.33333333333333337,0.5274169213242001
bright cosmetics brand,brightcosmetics.com,simple,0.5588216781616211,0.5040366053581238,0.33333333333333337,0.4653972155518002
bright cosmetics brand,beautybright.net,simple,0.5220275521278381,0.5040366053581238,0.75,0.5920214056968689
bright cosmetics brand,cosmeticsstudio.org,simple,0.5640310049057007,0.5040366053581238,0.75,0.6060225367546082
cosmic forge educational platform in city center for busy professionals,cosmicworkshub.com,complex,0.4964561462402344,0.6122234463691711,0.9166666666666666,0.6751154396269057
cosmic forge educational platform in city center for busy professionals,forgehubacademy.net,complex,0.3831424415111542,0.6122234463691711,0.9166666666666666,0.6373442146513197
cosmic forge educational platform in city center for busy professionals,cityworkslab.co,complex,0.37054792046546936,0.6122234463691711,0.9166666666666666,0.6331460211012099
cosmic restaurant in neighborhood,bistro-eatery.com,medium,0.42350465059280396,0.6930649876594543,1.0,0.7055232127507527
cosmic restaurant in neighborhood,cosmic-kitchen.net,medium,0.5355173349380493,0.6930649876594543,0.8,0.6761941174666086
cosmic restaurant in neighborhood,inhubdine.org,medium,0.11383743584156036,0.6930649876594543,0.8333333333333334,0.5467452572451698
ethereal educational platform in neighborhood,instudy.org,medium,0.25035548210144043,0.591020405292511,0.8333333333333334,0.5582364069090949
ethereal educational platform in neighborhood,educationalhub.co,medium,0.45996981859207153,0.591020405292511,0.8333333333333334,0.6281078623400794
ethereal educational platform in neighborhood,platformstudy.co,medium,0.2755002975463867,0.591020405292511,0.8333333333333334,0.5666180120574104
quantum toy store,storetoys.com,simple,0.5045658349990845,0.7290648818016052,0.75,0.6612102389335632
quantum toy store,quantumplay.net,simple,0.5109584927558899,0.7290648818016052,0.75,0.6633411347866058
quantum toy store,gameshub.co,simple,0.2896074056625366,0.7290648818016052,1.0,0.6728907724221547
eco-friendly cosmetics brand in near the river,nearbeauty.com,medium,0.47619199752807617,0.6708612442016602,0.8888888888888888,0.67864739674109
eco-friendly cosmetics brand in near the river,rivercosmetics.net,medium,0.32053273916244507,0.6708612442016602,0.75,0.5804646611213684
eco-friendly cosmetics brand in near the river,cosmeticshubstudio.org,medium,0.5024787187576294,0.6708612442016602,0.9,0.6911133408546448
cosmic fitness studio,studio-fit.com,simple,0.6069908142089844,0.48179706931114197,0.75,0.6129292845726013
cosmic fitness studio,fitfit.co,simple,0.38813912868499756,0.48179706931114197,1.0,0.6233120759328206
cosmic fitness studio,fitnessfit.io,simple,0.4951738119125366,0.48179706931114197,0.75,0.5756569504737854
global realm online store in city center offering premium services,storebazaar.net,complex,0.36942464113235474,0.6026903986930847,0.9090909090909091,0.6270686595728903
global realm online store in city center offering premium services,cityshop.io,complex,0.4094221591949463,0.6026903986930847,0.9090909090909091,0.6404011755278616
global realm online store in city center offering premium services,offeringcornerbazaar.org,complex,0.27041757106781006,0.6026903986930847,0.9166666666666666,0.5965915653440688
global fitness apparel,apparelstyle.io,simple,0.5987139940261841,0.5476394295692444,0.75,0.6321178078651428
global fitness apparel,fitnessactive.net,simple,0.4777974486351013,0.5476394295692444,0.75,0.5918123126029968
global fitness apparel,fitstyle.com,simple,0.47713324427604675,0.5476394295692444,1.0,0.6749242146809895
organic solutions cafe in downtown specializing in community events,downtown-cafe.com,complex,0.6013500690460205,0.7402312159538269,0.75,0.6971937716007233
organic solutions cafe in downtown specializing in community events,communitycoffee.net,complex,0.4264913499355316,0.7402312159538269,0.8888888888888888,0.6852038182594158
organic solutions cafe in downtown specializing in community events,specializingbrew.org,complex,0.23652705550193787,0.7402312159538269,0.8888888888888888,0.6218823768474437
vivid cafe in downtown,cafecornercoffee.org,medium,0.5276005268096924,0.4261763393878937,0.8333333333333334,0.5957034097777473
vivid cafe in downtown,cafebrew.io,medium,0.5642066597938538,0.4261763393878937,0.8,0.5967943529287973
vivid cafe in downtown,incornercoffee.io,medium,0.25337132811546326,0.4261763393878937,0.8333333333333334,0.5042936818467246
atomic deck online store in near the river offering premium services,inmarket.org,complex,0.26329824328422546,0.7528069019317627,0.9166666666666666,0.6442572805616591
atomic deck online store in near the river offering premium services,riverworksshop.org,complex,0.46653926372528076,0.7528069019317627,0.9230769230769231,0.7141410295779889
atomic deck online store in near the river offering premium services,storestore.com,complex,0.37376245856285095,0.7528069019317627,0.9090909090909091,0.6785534529974966
global spot online store in downtown for busy professionals,store-market.co,complex,0.5473844408988953,0.44596269726753235,0.9,0.63111572265625
global spot online store in downtown for busy professionals,online-emporium.org,complex,0.2705979347229004,0.44596269726753235,0.9,0.538853543996811
global spot online store in downtown for busy professionals,store-emporium.org,complex,0.3488914966583252,0.44596269726753235,0.9,0.5649514079093934
marijuana store,__BLOCKED__,complex,0.0820903480052948,-1.1920928955078125e-07,1.0,0.36069674355288345
marijuana store,__BLOCKED__,complex,0.0820903480052948,-1.1920928955078125e-07,1.0,0.36069674355288345
marijuana store,__BLOCKED__,complex,0.08209037780761719,-1.1920928955078125e-07,1.0,0.36069675472875434
bright sanctum pet store in downtown offering premium services,petcarecorner.com,complex,0.4585379958152771,0.7467198371887207,0.9090909090909091,0.704782923965743
bright sanctum pet store in downtown offering premium services,brightbuddy.io,complex,0.25425660610198975,0.7467198371887207,0.9,0.6336588144302369
bright sanctum pet store in downtown offering premium services,downtownpaw.net,complex,0.4156450033187866,0.7467198371887207,0.9,0.6874549567699433
innovative music school,musicharmony.co,simple,0.48491084575653076,0.75068598985672,0.75,0.661865621805191
innovative music school,schoolnotes.com,simple,0.2642558813095093,0.75068598985672,0.75,0.5883139669895172
innovative music school,innovativeharmony.net,simple,0.2910292148590088,0.75068598985672,0.75,0.5972384214401245
tiny bookstore,bookstorehubreads.org,medium,0.6487439274787903,0.19843177497386932,0.75,0.5323919057846069
tiny bookstore,bookstorecorner.com,medium,0.6759331822395325,0.19843177497386932,0.6666666666666667,0.513677222861184
tiny bookstore,bookstorebooks.co,medium,0.6952674984931946,0.19843177497386932,0.6666666666666667,0.5201220048798455
dynamic fitness apparel in downtown,styleactive.net,medium,0.24680188298225403,0.7622799873352051,1.0,0.6696939667065938
dynamic fitness apparel in downtown,in-gear.co,medium,0.29195165634155273,0.7622799873352051,0.8333333333333334,0.6291883455382453
dynamic fitness apparel in downtown,fitnessperformance.org,medium,0.5331050753593445,0.7622799873352051,0.8333333333333334,0.7095728384123908
organic garden center in suburban area,inworksthe.com,medium,0.09499065577983856,0.7789918780326843,0.875,0.5829942027727762
organic garden center in suburban area,organiccornerplants.net,medium,0.49171528220176697,0.7789918780326843,0.875,0.7152357498804728
organic garden center in suburban area,suburbangarden.co,medium,0.4794938564300537,0.7789918780326843,0.6666666666666667,0.6417174769772424
ethereal toy store,toyhub.co,simple,0.4571238160133362,0.4955695867538452,0.75,0.5675644874572754
ethereal toy store,storetoys.org,simple,0.5062530040740967,0.4955695867538452,0.75,0.583940863609314
ethereal toy store,toycorner.io,simple,0.4818498194217682,0.4955695867538452,0.75,0.5758064687252045
innovative educational platform,innovativelearn.com,simple,0.4806130826473236,0.6817982792854309,0.75,0.6374704837799072
innovative educational platform,eduforward.co,simple,0.15828968584537506,0.6817982792854309,1.0,0.6133626600106556
innovative educational platform,studystudy.co,simple,0.298631489276886,0.6817982792854309,1.0,0.6601432760556538
stellar travel agency,travelcornertrips.co,simple,0.4035370647907257,0.7153365612030029,0.8,0.639624551932017
stellar travel agency,agencyjourney.co,simple,0.5610324144363403,0.7153365612030029,0.75,0.6754563450813293
stellar travel agency,stellartravel.io,simple,0.5731833577156067,0.7153365612030029,0.33333333333333337,0.5406177706188626
drugs service,__BLOCKED__,complex,0.2042790651321411,-1.1920928955078125e-07,1.0,0.4014263202746709
drugs service,__BLOCKED__,complex,0.2042790651321411,-1.1920928955078125e-07,1.0,0.4014263202746709
drugs service,__BLOCKED__,complex,0.2042790949344635,-1.1920928955078125e-07,1.0,0.4014263277252515
eco-friendly educational platform,educationalhublearn.com,simple,0.4783734977245331,0.6553905606269836,0.8333333333333334,0.6556991206275092
eco-friendly educational platform,edustudy.co,simple,0.20587258040905,0.6553905606269836,1.0,0.6204210718472798
eco-friendly educational platform,platform-academy.net,simple,0.4554775059223175,0.6553905606269836,0.8,0.6369560519854227
organic software company,organicsoft.com,simple,0.6207449436187744,0.5727439522743225,0.75,0.6478296518325806
organic software company,techlabs.net,simple,0.4087256193161011,0.5727439522743225,1.0,0.6604898770650227
organic software company,softworks.co,simple,0.45082589983940125,0.5727439522743225,1.0,0.6745233138402302
innovative educational platform,innovativelearn.io,simple,0.48973846435546875,0.44795823097229004,0.75,0.5625655651092529
innovative educational platform,edustudio.io,simple,0.21930566430091858,0.44795823097229004,1.0,0.5557546367247899
innovative educational platform,educore.io,simple,0.2359003871679306,0.44795823097229004,1.0,0.5612862010796864
dynamic tower cafe in near the river for busy professionals,incornercoffee.org,complex,0.11830459535121918,0.6428197026252747,0.9166666666666666,0.5592636797163222
dynamic tower cafe in near the river for busy professionals,towerbrew.io,complex,0.40696826577186584,0.6428197026252747,0.9090909090909091,0.6529596357634573
dynamic tower cafe in near the river for busy professionals,dynamicbrew.co,complex,0.3292279839515686,0.6428197026252747,0.9090909090909091,0.6270462184241323
adult content store,__BLOCKED__,complex,0.18550625443458557,0.0,1.0,0.3951687527199586
modern pet store in downtown,downtownpetcare.com,medium,0.5827826261520386,0.7257677912712097,0.6666666666666667,0.6584057046307458
modern pet store in downtown,modernpaw.net,medium,0.3413318991661072,0.7257677912712097,0.8333333333333334,0.6334776745902168
modern pet store in downtown,storestore.org,medium,0.45815449953079224,0.7257677912712097,0.8,0.6613074402014414
vivid cosmetics brand in near the river,rivervanity.org,medium,0.3919174373149872,0.7365406155586243,0.875,0.6678193608919779
vivid cosmetics brand in near the river,brand-studio.net,medium,0.41497451066970825,0.7365406155586243,0.875,0.6755050520102183
vivid cosmetics brand in near the river,vividhubglow.co,medium,0.45809298753738403,0.7365406155586243,0.8888888888888888,0.6945075072624065
